name,dynasty,description
李频,[唐] 818年 ~ 876年,李频，字德新，唐寿昌长汀源人（今建德李家镇），葬于永乐(今李家)，唐代後期诗人。幼读诗书，博览强记，领悟颇多。唐大中元年（公元847），寿昌县令穆君游灵栖洞，即景吟诗：“一径入双崖，初疑有几家。行穷人不见，坐久日空斜”。得此四句后稍顿未续。时李频从行，续吟：“石上生灵笋，池中落异花。终须结茅屋，到此学餐霞。”穆君大为赞赏。但此诗根据史学家考证是李频本人所作。
李峤,[唐] 645或646年 ~ 714或715年,唐赵州赞皇人，字巨山。年二十，擢进士第，举制策甲科。累迁给事中。武则天时，来俊臣兴狄仁杰狱，峤复验，辩其无罪，忤旨，出为润州司马。旋入为凤阁舍人，文册大号令，多委其主之。圣历初，与姚崇偕迁同凤阁鸾台平章事，俄转鸾台侍郎，依旧平章事，监修国史。中宗神龙初，贬通州刺史，数月即召回，旋又拜相。睿宗即位，再被贬，寻以年老致仕。玄宗时贬庐州别驾卒，年七十。工诗文，与苏味道齐名，并称苏李，又与苏味道、崔融、杜审言号文章四友。有集。
黄滔,[唐] ? ~ ?,唐莆田人，字文江。昭宗乾宁进士。光化中除四门博士，寻迁监察御史里行，充威武军节度推官。工诗文。有集，又编有《泉山秀句集》。
施肩吾,[唐] ? ~ ?,唐睦州分水人，字希圣。宪宗元和进士。后隐居洪州西山，世称“华阳真人”。为诗奇丽。有《西山集》。
张九龄,[唐] 673年 ~ 740年,张九龄，唐开元尚书丞相，诗人。字子寿，一名博物，汉族，韶州曲江（今广东韶关市）人。长安年间进士。官至中书侍郎同中书门下平章事。后罢相，为荆州长史。诗风清淡。有《曲江集》。他是一位有胆识、有远见的著名政治家、文学家、诗人、名相。他忠耿尽职，秉公守则，直言敢谏，选贤任能，不徇私枉法，不趋炎附势，敢与恶势力作斗争，为“开元之治”作出了积极贡献。他的五言古诗，以素练质朴的语言，寄托深远的人生慨望，对扫除唐初所沿习的六朝绮靡诗风，贡献尤大，被誉为“岭南第一人”。
鲍溶,[唐] ? ~ ?,唐人，字德源。宪宗元和进士。与李益交厚。古诗乐府，可称独步。卒飘蓬薄宦，客死三川。有集。
周昙,[唐] ? ~ ?,唐末诗人，曾为国子直讲。擅咏史诗，以概括叙述史事为主，立意较平，然亦间有新意。《崇文总目》别集类四著录《咏史诗》8卷。《全唐诗》存诗2卷。
武元衡,[唐] 758年 ~ 815年,唐河南缑氏（今河南偃师东南）人，祖籍并州文水。字伯苍。武载德曾孙，武平一孙，武则天曾侄孙。唐德宗建中四年（西元七八三年）登进士第。历官监察御史、华原县令、比部员外郎、左司郎中、御史中丞。唐宪宗元和二年（西元八〇七年），拜门下侍郎、同中书门下平章事，兼判户部事。封临淮郡公，旋出为剑南西川节度使，俭己宽民，比三年，上下完实。元和八年（西元八一三年），还朝秉政，力主削藩。元和十年（西元八一五年），裴度用兵淮西讨吴元济，王承宗请赦元济，元衡叱之。六月早朝，为淄青藩帅李师道遣刺客杀害。元衡工五言诗，当世流传，往往被于管弦。其诗藻思绮丽，琢句精妙。张为《诗人主客图》奉为「瑰奇美丽主」。魏泰以为「武元衡律诗胜古诗，五字句又胜七字」《临汉隐居诗话》。有《武元衡集》十卷，己佚。《全唐诗》存诗二卷。《全唐诗外编》及《全唐诗续拾》补诗二首。
宋之问,[唐] 656年 ~ 712年,宋之问，字延清，一名少连，汉族，汾州隰城（今山西汾阳市）人，一说虢州弘农（今河南灵宝县）人，初唐时期的诗人，与沈佺期并称“沈宋”。
王昌龄,[唐] 698年 ~ 757年,王昌龄，字少伯，山西太原人。盛唐著名边塞诗人，后人誉为“七绝圣手”。早年贫贱，困于农耕，年近不惑，始中进士。初任秘书省校书郎，又中博学宏辞，授汜水尉，因事贬岭南。与李白、高适、王维、王之涣、岑参等交厚。开元末返长安，改授江宁丞。被谤谪龙标尉。安史乱起，为刺史闾丘晓所杀。其诗以七绝见长，尤以登第之前赴西北边塞所作边塞诗最著，有“诗家夫子王江宁”之誉。
李益,[唐] 750年 ~ 830年,李益，唐代诗人，字君虞，陇西姑臧（今甘肃武威）人，后迁河南洛阳。大历四年（769）进士，初任郑县尉，久不得升迁，建中四年（783）登书判拔萃科。因仕途失意，后弃官在燕赵一带漫游。以边塞诗作名世，擅长绝句，尤其工于七绝。
耿湋,[唐] ? ~ ?,生卒年不详。湋，一作纬。排行十三，河东(今山西永济西)人。代宗宝应二年(763)登进士第，擢盩厔县尉。大历初入朝任左拾遗(一说右拾遗)，大历十年(775)前后充括图书使往江淮一带，在越州与颜真卿、严维、刘长卿、秦系等酬唱，为一时盛事。德宗贞元年间卒于许州司法参军。事迹见《极玄集》卷上、《唐才子传》卷四。今人傅璇琮有《耿湋考》。湋工诗，为“大历十才子”之一。其诗多为送别酬赠、登临题咏之作，叹贫嗟老，情调低沉。部分作品能反映社会现实。其诗多近体，不事雕饰，以平淡质朴见长。“家贫僮仆慢，官罢友朋疏”(《春日即事》之二)，写人情世态深刻入骨，为人传诵。《全唐诗》存诗2卷。
柳宗元,[唐] 773年 ~ 819年,柳宗元，字子厚，唐代河东郡（今山西永济县）人，著名杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。
李咸用,[唐] ? ~ ?,李咸用，唐，生卒年不详。族望陇西（今甘肃临洮）。习儒业，久不第，曾应辟为推官。因唐末乱离，仕途不达，遂寓居庐山等地。生平事迹散见宋杨万里《唐李推官披沙集序》、《直斋书录解题》卷一九、《唐才子传》卷一〇《殷文圭》附。咸用工诗，尤擅乐府、律诗。所作多忧乱失意之词。为善写“征人凄苦之情”，有“国风之遗音，江左之异曲”（《唐李推官披沙集序》）。辛文房则诋为“气格卑下”(《唐才子传》)。与修睦、来鹏等有交谊，时有唱酬。作诗颇多，《直斋书录解题》卷一九著录《披沙集》6卷。《全唐诗》存诗3卷。
司空曙,[唐] 720年 ~ 790年,司空曙，字文明，或作文初。广平（今河北永年县东南）人，大历十才子之一，唐代诗人。约唐代宗大历初前后在世。大历年进士，磊落有奇才，与李约为至交。性耿介，不干权要。家无担石，晏如也。尝因病中不给，遣其爱姬。韦辠节度剑南，辟致幕府。授洛阳主簿。未几，迁长林县丞。累官左拾遗。终水部郎中。其诗朴素真挚，情感细腻，多写自然景色和乡情旅思，诗风闲雅疏淡。
沈佺期,[唐] 656年 ~ 715年,沈佺期，字云卿，相州内黄（今安阳市内黄县）人，唐代诗人。与宋之问齐名，称“沈宋”。善属文，尤长七言之作。擢进士第。长安中，累迁通事舍人，预修《三教珠英》，转考功郎给事中。坐交张易之，流驩州。稍迁台州录事参军。神龙中，召见，拜起居郎，修文馆直学士，历中书舍人，太子少詹事。开元初卒。建安后，讫江左，诗律屡变，至沈约、庾信，以音韵相婉附，属对精密，及佺期与宋之问，尤加靡丽。回忌声病，约句准篇，如锦绣成文，学者宗之，号为沈宋。语曰：苏李居前，沈宋比肩。集十卷，今编诗三卷。
储光羲,[唐] 707? ~ 760?,唐润州延陵人，祖籍兖州。玄宗开元十四年进士。任冯翊、汜水、安宜、下邽等县尉。后隐居终南。复出任太祝，世称储太祝。迁监察御史。安禄山陷长安，迫受伪职。后脱身归朝，贬死于岭南。有集。
马戴,[唐] 799年 ~ 869年,马戴，字虞臣，定州曲阳（今河北省曲阳县）人。晚唐诗人、官员。早年屡试不第，武宗会昌四年（844年）始中进士，同榜有项斯、赵嘏。大中元年（847年），太原李司空辟掌书记，后以正言被斥为龙阳（今湖南省汉寿县）尉。终太学博士。曾隐居华山，并遨游边关。咸通年间，应辟佐大同军幕府，与贾岛、许棠相唱答。咸通七年（867年），擢拔为国子、太常博士。工于诗，叶矫然称：“晚唐之马戴，盛唐之摩诘也。”杨慎称其《楚江怀古》“猿啼洞庭树，人在木兰舟”一联，谓“虽柳吴兴（柳恽）无以过也”。纪昀认为“晚唐诗人，马戴骨格最高”。咸通九年（869年），病卒于太常博士任上。有《会昌进士诗集》1卷，《补遗》1卷。
李洞,[唐] ? ~ ?,唐京兆人，字才江。慕贾岛为诗，铸其像，事之如神。世人诮其僻涩，而不能贵其奇峭，唯吴融称之。昭宗时不第，游蜀卒。有诗三卷。
张乔,[唐] ? ~ ?,张乔，唐代诗人，生卒年不详，今安徽贵池人，懿宗咸通中年进士，当时与许棠、郑谷、张宾等东南才子称“咸通十哲”。黄巢起义时，隐居九华山以终。其诗多写山水自然，不乏清新之作诗清雅巧思，风格也似贾岛。《全唐诗》录存其诗二卷。事见《唐诗纪事》卷十七，《唐才子传》卷十。
唐彦谦,[唐] ? ~ ?,唐并州晋阳人，字茂业，隐居鹿门山，自号鹿门先生。唐持子。师温庭筠，工七言诗。多通技艺，负才无所屈。僖宗乾符末，避乱汉南。王重荣镇河中，辟为从事，累表为节度副使，历晋、绛州刺史。光启末，重荣军乱，彦谦贬兴元参军事。节度使杨守亮表为判官，迁副使。官终阆、壁州刺史。有《鹿门先生集》。
胡曾,[唐] ? ~ ?,唐邵州邵阳人，号秋田。懿宗咸通中举进士不第。路岩为西川节度使，辟曾为掌书记。高骈镇蜀，又辟之。时南诏遗书不逊，曾答书，南诏屈伏，由是笺奏皆出曾手。僖宗乾符中，高骈移镇荆南，曾辟为荆南从事。又尝为延唐令。有《咏史诗》，《安定集》。
韩翃,[唐] ? ~ ?,韩翃，生卒年不详，字君平，南阳（今河南南阳）人，唐代诗人。是“大历十才子”之一。天宝13年（754）考中进士，宝应年间在淄青节度使侯希逸幕府中任从事，后随侯希逸回朝，闲居长安十年。建中年间，因作一首《寒食》被唐德宗所赏识，因而被提拔为中书舍人。韩翃的诗笔法轻巧，写景别致，在当时传诵很广泛。
朱庆馀,[唐] ? ~ ?,朱庆馀（生卒年不详），名可久，字庆馀，以字行，越州（今浙江绍兴）人，唐代诗人。宝历二年（826）进士，官至秘书省校书郎，见《唐诗纪事》卷四六、《唐才子传》卷六，《全唐诗》存其诗两卷。曾作《闺意献张水部》作为参加进士考试的“通榜”，增加中进士的机会。据说张籍读后大为赞赏，写诗回答他说：“越女新装出镜心，自知明艳更沉吟。齐纨未足时人贵，一曲菱歌值万金。”于是朱庆馀声名大震。
杨巨源,[唐] 755年 ~ ?,唐代诗人。字景山，后改名巨济。河中治所（今山西永济）人。贞元五年（789）进士。初为张弘靖从事，由秘书郎擢太常博士，迁虞部员外郎。出为凤翔少尹，复召授国子司业。长庆四年（824），辞官退休，执政请以为河中少尹，食其禄终身。关于杨巨源生年，据方崧卿《韩集举正》考订。韩愈《送杨少尹序》作于长庆四年（824），序中述及杨有“年满七十”、“去归其乡”语。由此推断，杨当生于755年，卒年不详。另外同名的还有宋代抗金名将。
